fold_id,repeat_id,rmse,mae,r2
0,0,0.2097504320792498,0.2068965517241388,0.2960760998810884
1,0,0.01123595505617958,0.01123595505617958,0.9979800530236081
2,0,0.2097504320792498,0.2068965517241388,0.2960760998810884
