fold_id,repeat_id,rmse,mae,r2
0,0,0.5074591539221732,0.4923076923076919,-5.437869822485186
1,0,0.16780034566339863,0.1655172413793098,0.29607609988109973
2,0,0.07048968523102571,0.069945355191257,0.8757801069007726
